ap,auc,dataset,path,type,name,query_index,lag_normalized_inverted
0.4940440259,0.4966555184,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),296,0.7526819502
0.4572460785,0.4357364925,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),297,0.7227494185
0.5221176335,0.5222219605,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),298,0.7652440083
0.4721265015,0.473479674,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),299,0.7412945111
0.4783666179,0.4876937209,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),300,0.7482785756
0.5329084557,0.5465518866,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),301,0.7771985048
0.5152142609,0.5274859862,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),302,0.7678304845
0.5369925108,0.5082552169,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),303,0.7583814561
0.5469226285,0.5042983654,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),304,0.7564372591
0.6343674391,0.5904187668,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),305,0.7987524736
0.6188767852,0.5924325216,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),306,0.799741931
0.6447407135,0.6274200386,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),307,0.8169330294
0.6358965709,0.6395025672,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),308,0.8228697735
0.6243803758,0.6011234632,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),309,0.8040122207
0.6129313888,0.600569975,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),310,0.8037402645
0.6227252045,0.5685736493,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),311,0.7880188865
0.6282732474,0.5742027415,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),312,0.7907847381
0.6410582504,0.6022422158,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),313,0.8045619192
0.6825561036,0.6474044939,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),314,0.8267523811
0.6486006786,0.6110038155,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),315,0.8088669267
0.6463309432,0.6134297423,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),316,0.8100589045
0.6301458062,0.5831763154,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),317,0.7951938989
0.7126645763,0.6746431768,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),318,0.8401360938
0.6992572003,0.6711102737,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),319,0.8384002037
0.6145972462,0.5719416835,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),320,0.7896737684
0.6371404366,0.5854491497,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),321,0.7963106549
0.6073654649,0.5468934005,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),322,0.7773663075
0.6736057713,0.6380776297,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),323,0.8221696312
0.629846973,0.5772292619,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),324,0.7922718172
0.5500182021,0.5344575816,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),325,0.7712559744
0.5847571811,0.5570681615,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),326,0.782365671
0.6151450943,0.543961091,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),327,0.7759255187
0.6485146368,0.6134768477,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),328,0.8100820497
1,1,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),329,1
0.5268678082,0.5533939422,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),330,0.7805603453
0.5553997711,0.5751566254,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),331,0.7912534284
0.5398426219,0.5629563333,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),332,0.7852588212
0.5127045318,0.5142022705,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),333,0.7613035377
0.6499091225,0.6096613124,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),334,0.8082072884
0.652602571,0.6371944039,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),335,0.8217356587
0.6348685509,0.6207075227,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),336,0.8136348382
0.6609265909,0.6442248811,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),337,0.82519008
0.0263157895,0.9364261168,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),338,0.9359861592
0.6320284606,0.6294102407,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),339,0.8179109141
0.5810770572,0.592927128,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),340,0.7999849556
0.625,0.9956822107,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),341,0.9956747405
0.5674414841,0.5423241792,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),342,0.775121223
0.6398386259,0.6152197466,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),343,0.8109384222
0.6220492525,0.5852371756,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),344,0.7962065015
0.5613485405,0.5696099675,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),345,0.7885280809
0.6287527482,0.6049272222,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),346,0.8058811957
0.6170504673,0.5946346978,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),347,0.8008239692
0.5507806449,0.5363182439,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),348,0.7721702098
0.6529419,0.6389726318,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),349,0.82260939
0.5961342591,0.5944816054,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),350,0.8007487473
0.8333333333,0.9991394148,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),351,0.9991349481
0.0754985755,0.9681583477,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),352,0.9679930796
0.6238418031,0.6003580008,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),353,0.8036361111
0.6189448354,0.6053158415,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),354,0.8060721436
0.6397971219,0.6409981629,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),355,0.8236046337
0.5,0.9974182444,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),356,0.9974048443
0.5833333333,0.991394148,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),357,0.991349481
0.5968151419,0.5961656225,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),358,0.8015761882
0.6359236706,0.6253356258,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),359,0.8159088542
0.35,0.9922547332,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),360,0.9922145329
0.8333333333,0.9991394148,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),361,0.9991349481
0.6187440009,0.6224857506,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),362,0.8145085695
0.5961783663,0.595635687,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),363,0.8013158047
0.6339199257,0.6208017335,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),364,0.8136811286
0.6187455816,0.6281266192,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),365,0.8172802074
0.5954180007,0.5792783457,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),366,0.7932786335
0.6079959557,0.6011823449,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),367,0.8040411522
0.5841277328,0.5919850205,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),368,0.7995220516
0.4675393446,0.4715836827,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),369,0.7403629168
0.6348548794,0.6498304207,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),370,0.8279443589
0.6061067063,0.5954354892,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),371,0.8012174376
0.6329874931,0.6340501201,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),372,0.8201907165
0.5861573914,0.5811154553,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),373,0.7941812964
0.5370223715,0.5110462104,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),374,0.7597528092
0.6074682022,0.5810330209,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),375,0.7941407923
0.5630658778,0.5473409016,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),376,0.7775861869
0.5955409509,0.5757218899,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),377,0.7915311708
0.48896921,0.4533892317,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),378,0.7314230827
0.555269461,0.5153799048,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),379,0.7618821678
0.1,0.9845360825,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),380,0.9844290657
0.5822651323,0.5876748787,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),381,0.7974042657
0.5738489249,0.5616609355,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),382,0.7846223282
1,1,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),383,1
0.4773428577,0.4798388996,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),384,0.7444191133
0.0079365079,0.7852233677,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),385,0.7837370242
0.0086956522,0.8041237113,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),386,0.8027681661
0.0108695652,0.8436426117,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),387,0.8425605536
0.5094065812,0.5040039569,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),388,0.7562926016
0.003875969,0.558419244,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),389,0.5553633218
0.2,0.9931271478,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),390,0.9930795848
0.0019607843,0.1254295533,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),391,0.1193771626
0.4951530907,0.4839017382,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),392,0.7464153869
0.5497863386,0.5565500024,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),393,0.7821110738
0.6300608134,0.587686655,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),394,0.797410052
0.6402938468,0.6127820434,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),395,0.809740658
0.582596171,0.601629846,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),396,0.8042610316
0.6826539903,0.6659169061,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),397,0.8358484452
0.6185454236,0.6207192991,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),398,0.8136406245
0.5865074492,0.5544420368,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),399,0.7810753261
0.5432690534,0.5365890998,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),400,0.7723032947
0.5893162412,0.5738730039,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),401,0.7906227216
0.593857427,0.5879104056,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),402,0.7975199917
0.5214245083,0.4975387442,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),403,0.7531159227
0.5476358411,0.5317725753,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),404,0.7699366979
0.4761973201,0.4683805172,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),405,0.7387890431
0.5816990172,0.5521456498,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),406,0.7799469975
0.6047387356,0.5878868529,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),407,0.7975084191
0.5401634171,0.5245772293,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),408,0.7664012684
0.5980199405,0.5702223374,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),409,0.7888289685
0.5503236699,0.532655801,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),410,0.7703706704
0.1088235294,0.9793459552,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),411,0.9792387543
0.1166666667,0.9810671256,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),412,0.9809688581
0.5490298186,0.5588463894,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),413,0.7832394024
0.4979999449,0.4547435112,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),414,0.7320885073
0.5381982575,0.546328136,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),415,0.7770885651
0.6196032745,0.5727424749,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),416,0.7900672368
0.5588264471,0.5213858401,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),417,0.764833181
0.6082493204,0.5793607801,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),418,0.7933191376
0.496255866,0.487081351,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),419,0.747977688
0.0053473236,0.3850574713,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),420,0.3829296424
0.670451647,0.6558128032,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),421,0.8308837995
